id,label
TEST_140,훼손
TEST_141,면불량
TEST_142,오염
TEST_143,오염
TEST_144,훼손
TEST_145,오염
TEST_146,훼손
TEST_147,오염
TEST_148,오염
TEST_149,훼손
TEST_150,오염
TEST_151,훼손
TEST_152,오염
TEST_153,오염
TEST_154,훼손
TEST_155,꼬임
TEST_156,훼손
TEST_157,곰팡이
TEST_158,오염
TEST_159,오염
TEST_160,훼손
TEST_161,오염
TEST_162,오염
TEST_163,훼손
TEST_164,훼손
TEST_165,면불량
TEST_166,훼손
TEST_167,오타공
TEST_168,훼손
TEST_169,걸레받이수정
TEST_170,훼손
TEST_171,오염
TEST_172,훼손
TEST_173,오염
TEST_174,녹오염
TEST_175,훼손
TEST_176,훼손
TEST_177,훼손
TEST_178,훼손
TEST_179,곰팡이
TEST_180,꼬임
TEST_181,오염
TEST_182,훼손
TEST_183,훼손
TEST_184,면불량
TEST_185,훼손
TEST_186,터짐
TEST_187,몰딩수정
TEST_188,터짐
TEST_189,오염
TEST_190,훼손
TEST_191,면불량
TEST_192,곰팡이
TEST_193,훼손
TEST_194,가구수정
TEST_195,훼손
TEST_196,훼손
TEST_197,훼손
TEST_198,훼손
TEST_199,훼손
TEST_200,오염
TEST_201,훼손
TEST_202,훼손
TEST_203,오염
TEST_204,훼손
TEST_205,오타공
TEST_206,오염
TEST_207,훼손
TEST_208,훼손
TEST_209,가구수정
TEST_210,오염
TEST_211,오염
TEST_212,곰팡이
TEST_213,훼손
TEST_214,훼손
TEST_215,오염
TEST_216,곰팡이
TEST_217,훼손
TEST_218,훼손
TEST_219,훼손
TEST_220,면불량
TEST_221,곰팡이
TEST_222,훼손
TEST_223,오염
TEST_224,오타공
TEST_225,가구수정
TEST_226,훼손
TEST_227,훼손
TEST_228,훼손
TEST_229,터짐
TEST_230,훼손
TEST_231,터짐
TEST_232,훼손
TEST_233,훼손
TEST_234,들뜸
TEST_235,오타공
TEST_236,오염
TEST_237,훼손
TEST_238,훼손
TEST_239,오타공
TEST_240,훼손
TEST_241,훼손
TEST_242,면불량
TEST_243,터짐
TEST_244,훼손
TEST_245,울음
TEST_246,오염
TEST_247,훼손
TEST_248,오염
TEST_249,오염
TEST_250,꼬임
TEST_251,훼손
TEST_252,훼손
TEST_253,훼손
TEST_254,터짐
TEST_255,오염
TEST_256,터짐
TEST_257,오염
TEST_258,훼손
TEST_259,몰딩수정
TEST_260,곰팡이
TEST_261,울음
TEST_262,훼손
TEST_263,훼손
TEST_264,피스
TEST_265,훼손
TEST_266,곰팡이
TEST_267,오염
TEST_268,훼손
TEST_269,오염
TEST_270,터짐
TEST_271,훼손
TEST_272,오타공
TEST_273,오염
TEST_274,오염
TEST_275,오타공
TEST_276,면불량
TEST_277,훼손
TEST_278,오타공
TEST_279,훼손
TEST_280,오염
TEST_281,몰딩수정
TEST_282,훼손
TEST_283,훼손
TEST_284,오염
TEST_285,훼손
TEST_286,훼손
TEST_287,훼손
TEST_288,터짐
TEST_289,오염
TEST_290,오염
TEST_291,훼손
TEST_292,오염
TEST_293,오염
TEST_294,오염
TEST_295,훼손
TEST_296,훼손
TEST_297,오염
TEST_298,꼬임
TEST_299,곰팡이
TEST_300,오염
TEST_301,오염
TEST_302,훼손
TEST_303,훼손
TEST_304,훼손
TEST_305,걸레받이수정
TEST_306,오염
TEST_307,훼손
TEST_308,훼손
TEST_309,꼬임
TEST_310,훼손
TEST_311,면불량
TEST_312,오타공
TEST_313,훼손
TEST_314,오타공
TEST_315,훼손
TEST_316,훼손
TEST_317,훼손
TEST_318,오염
TEST_319,훼손
TEST_320,훼손
TEST_321,훼손
TEST_322,오염
TEST_323,훼손
TEST_324,훼손
TEST_325,오염
TEST_326,훼손
TEST_327,훼손
TEST_328,오염
TEST_329,오염
TEST_330,오염
TEST_331,오염
TEST_332,곰팡이
TEST_333,꼬임
TEST_334,오염
TEST_335,오염
TEST_336,면불량
TEST_337,오염
TEST_338,울음
TEST_339,훼손
TEST_340,오염
TEST_341,훼손
TEST_342,오염
TEST_343,훼손
TEST_344,오염
TEST_345,몰딩수정
TEST_346,오염
TEST_347,오염
TEST_348,오타공
TEST_349,오염
TEST_350,훼손
TEST_351,훼손
TEST_352,오염
TEST_353,훼손
TEST_354,오염
TEST_355,훼손
TEST_356,오염
TEST_357,훼손
TEST_358,훼손
TEST_359,훼손
TEST_360,훼손
TEST_361,훼손
TEST_362,걸레받이수정
TEST_363,터짐
TEST_364,훼손
TEST_365,터짐
TEST_366,오염
TEST_367,훼손
TEST_368,훼손
TEST_369,오타공
TEST_370,피스
TEST_371,면불량
TEST_372,터짐
TEST_373,오타공
TEST_374,오염
TEST_375,녹오염
TEST_376,오염
TEST_377,훼손
TEST_378,훼손
TEST_379,훼손
TEST_380,오염
TEST_381,몰딩수정
TEST_382,오염
TEST_383,면불량
TEST_384,오타공
TEST_385,훼손
TEST_386,울음
TEST_387,훼손
TEST_388,오염
TEST_389,훼손
TEST_390,훼손
TEST_391,걸레받이수정
TEST_392,훼손
TEST_393,훼손
TEST_394,훼손
TEST_395,터짐
TEST_396,훼손
TEST_397,오염
TEST_398,훼손
TEST_399,곰팡이
TEST_400,녹오염
TEST_401,곰팡이
TEST_402,훼손
TEST_403,면불량
TEST_404,오염
TEST_405,오타공
TEST_406,오염
TEST_407,걸레받이수정
TEST_408,석고수정
TEST_409,곰팡이
TEST_410,걸레받이수정
TEST_411,훼손
TEST_412,걸레받이수정
TEST_413,터짐
TEST_414,곰팡이
TEST_415,터짐
TEST_416,훼손
TEST_417,훼손
TEST_418,오염
TEST_419,훼손
TEST_420,훼손
TEST_421,오염
TEST_422,훼손
TEST_423,들뜸
TEST_424,훼손
TEST_425,훼손
TEST_426,훼손
TEST_427,훼손
TEST_428,훼손
TEST_429,훼손
TEST_430,훼손
TEST_431,훼손
TEST_432,오염
TEST_433,훼손
TEST_434,오염
TEST_435,오타공
TEST_436,훼손
TEST_437,훼손
TEST_438,걸레받이수정
TEST_439,훼손
TEST_440,오염
TEST_441,훼손
TEST_442,훼손
TEST_443,석고수정
TEST_444,훼손
TEST_445,훼손
TEST_446,훼손
TEST_447,훼손
TEST_448,훼손
TEST_449,곰팡이
TEST_450,피스
TEST_451,훼손
TEST_452,오염
TEST_453,훼손
TEST_454,훼손
TEST_455,오타공
TEST_456,오염
TEST_457,오염
TEST_458,오염
TEST_459,걸레받이수정
TEST_460,훼손
TEST_461,오염
TEST_462,훼손
TEST_463,터짐
TEST_464,훼손
TEST_465,오염
TEST_466,훼손
TEST_467,면불량
TEST_468,오타공
TEST_469,훼손
TEST_470,오염
TEST_471,훼손
TEST_472,터짐
TEST_473,오염
TEST_474,훼손
TEST_475,훼손
TEST_476,오염
TEST_477,오염
TEST_478,면불량
TEST_479,오염
TEST_480,훼손
TEST_481,훼손
TEST_482,오염
TEST_483,훼손
TEST_484,가구수정
TEST_485,터짐
TEST_486,꼬임
TEST_487,훼손
TEST_488,훼손
TEST_489,훼손
TEST_490,훼손
TEST_491,훼손
TEST_492,오타공
TEST_493,훼손
TEST_494,꼬임
TEST_495,꼬임
TEST_496,면불량
TEST_497,훼손
TEST_498,오염
TEST_499,오염
TEST_500,훼손
TEST_501,훼손
TEST_502,터짐
TEST_503,훼손
TEST_504,터짐
TEST_505,오염
TEST_506,훼손
TEST_507,면불량
TEST_508,오염
TEST_509,훼손
TEST_510,오염
TEST_511,들뜸
TEST_512,오염
TEST_513,오염
TEST_514,오염
TEST_515,걸레받이수정
TEST_516,오염
TEST_517,면불량
TEST_518,훼손
TEST_519,훼손
TEST_520,터짐
TEST_521,오염
TEST_522,훼손
TEST_523,오염
TEST_524,오염
TEST_525,오염
TEST_526,훼손
TEST_527,훼손
TEST_528,훼손
TEST_529,훼손
TEST_530,오염
TEST_531,훼손
TEST_532,녹오염
TEST_533,훼손
TEST_534,훼손
TEST_535,오염
TEST_536,면불량
TEST_537,훼손
TEST_538,훼손
TEST_539,터짐
TEST_540,훼손
TEST_541,훼손
TEST_542,훼손
TEST_543,훼손
TEST_544,오염
TEST_545,오염
TEST_546,들뜸
TEST_547,오염
TEST_548,오염
TEST_549,오염
TEST_550,오염
TEST_551,석고수정
TEST_552,오염
TEST_553,오염
TEST_554,터짐
TEST_555,훼손
TEST_556,오염
TEST_557,터짐
TEST_558,훼손
TEST_559,꼬임
TEST_560,곰팡이
TEST_561,오염
TEST_562,녹오염
TEST_563,훼손
TEST_564,훼손
TEST_565,꼬임
TEST_566,터짐
TEST_567,꼬임
TEST_568,꼬임
TEST_569,면불량
TEST_570,오염
TEST_571,꼬임
TEST_572,터짐
TEST_573,오염
TEST_574,오타공
TEST_575,훼손
TEST_576,오염
TEST_577,훼손
TEST_578,훼손
TEST_579,오염
TEST_580,훼손
TEST_581,훼손
TEST_582,곰팡이
TEST_583,꼬임
TEST_584,면불량
TEST_585,오염
TEST_586,훼손
TEST_587,몰딩수정
TEST_588,훼손
TEST_589,터짐
TEST_590,훼손
TEST_591,훼손
TEST_592,오염
TEST_593,오염
TEST_594,훼손
TEST_595,오염
TEST_596,오염
TEST_597,훼손
TEST_598,오타공
TEST_599,녹오염
TEST_600,꼬임
TEST_601,훼손
TEST_602,훼손
TEST_603,오염
TEST_604,오타공
TEST_605,훼손
TEST_606,오염
TEST_607,터짐
TEST_608,오염
TEST_609,오염
TEST_610,훼손
TEST_611,오염
TEST_612,오염
TEST_613,훼손
TEST_614,오염
TEST_615,오염
TEST_616,훼손
TEST_617,훼손
TEST_618,오염
TEST_619,오염
TEST_620,오염
TEST_621,훼손
TEST_622,곰팡이
TEST_623,오타공
TEST_624,훼손
TEST_625,터짐
TEST_626,오염
TEST_627,오타공
TEST_628,훼손
TEST_629,오염
TEST_630,들뜸
TEST_631,훼손
TEST_632,오염
TEST_633,오염
TEST_634,오염
TEST_635,훼손
TEST_636,오타공
TEST_637,곰팡이
TEST_638,훼손
TEST_639,훼손
TEST_640,걸레받이수정
TEST_641,면불량
TEST_642,훼손
TEST_643,오염
TEST_644,오염
TEST_645,훼손
TEST_646,훼손
TEST_647,몰딩수정
TEST_648,훼손
TEST_649,오염
TEST_650,면불량
TEST_651,꼬임
TEST_652,터짐
TEST_653,훼손
TEST_654,훼손
TEST_655,면불량
TEST_656,훼손
TEST_657,훼손
TEST_658,오염
TEST_659,훼손
TEST_660,훼손
TEST_661,터짐
TEST_662,오염
TEST_663,터짐
TEST_664,면불량
TEST_665,곰팡이
TEST_666,훼손
TEST_667,훼손
TEST_668,터짐
TEST_669,오타공
TEST_670,피스
TEST_671,훼손
TEST_672,오염
TEST_673,훼손
TEST_674,훼손
TEST_675,훼손
TEST_676,오염
TEST_677,면불량
TEST_678,훼손
TEST_679,몰딩수정
TEST_680,훼손
TEST_681,훼손
TEST_682,훼손
TEST_683,훼손
TEST_684,오염
TEST_685,훼손
TEST_686,가구수정
TEST_687,걸레받이수정
TEST_688,오염
TEST_689,면불량
TEST_690,훼손
TEST_691,오염
TEST_692,훼손
TEST_693,오염
TEST_694,훼손
TEST_695,훼손
TEST_696,꼬임
TEST_697,훼손
TEST_698,훼손
TEST_699,훼손
TEST_700,훼손
TEST_701,오염
TEST_702,오염
TEST_703,훼손
TEST_704,훼손
TEST_705,들뜸
TEST_706,오염
TEST_707,오염
TEST_708,훼손
TEST_709,면불량
TEST_710,훼손
TEST_711,훼손
TEST_712,곰팡이
TEST_713,가구수정
TEST_714,오염
TEST_715,훼손
TEST_716,오염
TEST_717,오염
TEST_718,면불량
TEST_719,오염
TEST_720,꼬임
TEST_721,훼손
TEST_722,터짐
TEST_723,오염
TEST_724,오염
TEST_725,훼손
TEST_726,훼손
TEST_727,훼손
TEST_728,훼손
TEST_729,훼손
TEST_730,오염
TEST_731,오염
TEST_732,오염
TEST_733,들뜸
TEST_734,훼손
TEST_735,곰팡이
TEST_736,오염
TEST_737,훼손
TEST_738,훼손
TEST_739,몰딩수정
TEST_740,몰딩수정
TEST_741,오염
TEST_742,훼손
TEST_743,훼손
TEST_744,걸레받이수정
TEST_745,훼손
TEST_746,오염
TEST_747,훼손
TEST_748,터짐
TEST_749,훼손
TEST_750,훼손
TEST_751,훼손
TEST_752,훼손
TEST_753,걸레받이수정
TEST_754,훼손
TEST_755,오염
TEST_756,오염
TEST_757,오염
TEST_758,훼손
TEST_759,오염
TEST_760,훼손
TEST_761,훼손
TEST_762,오타공
TEST_763,오염
TEST_764,오염
TEST_765,훼손
TEST_766,오염
TEST_767,훼손
TEST_768,훼손
TEST_769,석고수정
TEST_770,오염
TEST_771,훼손
TEST_772,훼손
TEST_773,"창틀,문틀수정"
TEST_774,오염
TEST_775,오염
TEST_776,오염
TEST_777,꼬임
TEST_778,오염
TEST_779,꼬임
TEST_780,훼손
TEST_781,녹오염
TEST_782,걸레받이수정
TEST_783,훼손
TEST_784,훼손
TEST_785,오염
TEST_786,면불량
TEST_787,오염
TEST_788,오염
TEST_789,오염
TEST_790,터짐
TEST_791,터짐
