id,label
TEST_127,석고수정
TEST_128,석고수정
TEST_129,면불량
TEST_130,곰팡이
TEST_131,훼손
TEST_132,훼손
TEST_133,곰팡이
TEST_134,석고수정
TEST_135,석고수정
TEST_136,면불량
TEST_137,석고수정
TEST_138,석고수정
TEST_139,석고수정
TEST_140,석고수정
TEST_141,석고수정
TEST_142,곰팡이
TEST_143,석고수정
TEST_144,석고수정
TEST_145,석고수정
TEST_146,곰팡이
TEST_147,석고수정
TEST_148,석고수정
TEST_149,훼손
TEST_150,곰팡이
TEST_151,틈새과다
TEST_152,석고수정
TEST_153,석고수정
TEST_154,석고수정
TEST_155,석고수정
TEST_156,훼손
TEST_157,틈새과다
TEST_158,석고수정
TEST_159,석고수정
TEST_160,면불량
TEST_161,석고수정
TEST_162,석고수정
TEST_163,석고수정
TEST_164,석고수정
TEST_165,석고수정
TEST_166,곰팡이
TEST_167,석고수정
TEST_168,석고수정
TEST_169,곰팡이
TEST_170,석고수정
TEST_171,석고수정
TEST_172,곰팡이
TEST_173,석고수정
TEST_174,곰팡이
TEST_175,훼손
TEST_176,곰팡이
TEST_177,석고수정
TEST_178,석고수정
TEST_179,이음부불량
TEST_180,석고수정
TEST_181,곰팡이
TEST_182,석고수정
TEST_183,석고수정
TEST_184,곰팡이
TEST_185,석고수정
TEST_186,들뜸
TEST_187,석고수정
TEST_188,석고수정
TEST_189,석고수정
TEST_190,석고수정
TEST_191,석고수정
TEST_192,석고수정
TEST_193,석고수정
TEST_194,석고수정
TEST_195,틈새과다
TEST_196,석고수정
TEST_197,석고수정
TEST_198,곰팡이
TEST_199,석고수정
TEST_200,석고수정
TEST_201,훼손
TEST_202,곰팡이
TEST_203,석고수정
TEST_204,들뜸
TEST_205,훼손
TEST_206,석고수정
TEST_207,석고수정
TEST_208,곰팡이
TEST_209,석고수정
TEST_210,훼손
TEST_211,석고수정
TEST_212,석고수정
TEST_213,곰팡이
TEST_214,석고수정
TEST_215,석고수정
TEST_216,석고수정
TEST_217,석고수정
TEST_218,곰팡이
TEST_219,곰팡이
TEST_220,석고수정
TEST_221,석고수정
TEST_222,곰팡이
TEST_223,곰팡이
TEST_224,석고수정
TEST_225,석고수정
TEST_226,곰팡이
TEST_227,훼손
TEST_228,석고수정
TEST_229,틈새과다
TEST_230,석고수정
TEST_231,터짐
TEST_232,석고수정
TEST_233,곰팡이
TEST_234,곰팡이
TEST_235,석고수정
TEST_236,훼손
TEST_237,석고수정
TEST_238,곰팡이
TEST_239,석고수정
TEST_240,석고수정
TEST_241,석고수정
TEST_242,면불량
TEST_243,곰팡이
TEST_244,면불량
TEST_245,석고수정
TEST_246,석고수정
TEST_247,석고수정
TEST_248,꼬임
TEST_249,석고수정
TEST_250,석고수정
TEST_251,면불량
TEST_252,곰팡이
TEST_253,석고수정
TEST_254,피스
TEST_255,석고수정
TEST_256,가구수정
TEST_257,몰딩수정
TEST_258,석고수정
TEST_259,석고수정
TEST_260,꼬임
TEST_261,석고수정
TEST_262,석고수정
TEST_263,가구수정
TEST_264,곰팡이
TEST_265,석고수정
TEST_266,석고수정
TEST_267,훼손
TEST_268,곰팡이
TEST_269,석고수정
TEST_270,석고수정
TEST_271,틈새과다
TEST_272,석고수정
TEST_273,석고수정
TEST_274,석고수정
TEST_275,면불량
TEST_276,훼손
TEST_277,훼손
TEST_278,곰팡이
TEST_279,몰딩수정
TEST_280,곰팡이
TEST_281,곰팡이
TEST_282,석고수정
TEST_283,곰팡이
TEST_284,곰팡이
TEST_285,면불량
TEST_286,석고수정
TEST_287,석고수정
TEST_288,석고수정
TEST_289,곰팡이
TEST_290,곰팡이
TEST_291,훼손
TEST_292,석고수정
TEST_293,곰팡이
TEST_294,석고수정
TEST_295,석고수정
TEST_296,석고수정
TEST_297,울음
TEST_298,석고수정
TEST_299,석고수정
TEST_300,훼손
TEST_301,석고수정
TEST_302,석고수정
TEST_303,석고수정
TEST_304,훼손
TEST_305,석고수정
TEST_306,석고수정
TEST_307,면불량
TEST_308,석고수정
TEST_309,석고수정
TEST_310,석고수정
TEST_311,울음
TEST_312,오염
TEST_313,석고수정
TEST_314,곰팡이
TEST_315,곰팡이
TEST_316,곰팡이
TEST_317,석고수정
TEST_318,훼손
TEST_319,훼손
TEST_320,곰팡이
TEST_321,곰팡이
TEST_322,석고수정
TEST_323,곰팡이
TEST_324,면불량
TEST_325,석고수정
TEST_326,석고수정
TEST_327,면불량
TEST_328,석고수정
TEST_329,훼손
TEST_330,석고수정
TEST_331,석고수정
TEST_332,곰팡이
TEST_333,석고수정
TEST_334,훼손
TEST_335,걸레받이수정
TEST_336,석고수정
TEST_337,꼬임
TEST_338,석고수정
TEST_339,석고수정
TEST_340,석고수정
TEST_341,석고수정
TEST_342,석고수정
TEST_343,울음
TEST_344,면불량
TEST_345,석고수정
TEST_346,석고수정
TEST_347,석고수정
TEST_348,석고수정
TEST_349,훼손
TEST_350,석고수정
TEST_351,오염
TEST_352,면불량
TEST_353,훼손
TEST_354,곰팡이
TEST_355,훼손
TEST_356,석고수정
TEST_357,터짐
TEST_358,피스
TEST_359,곰팡이
TEST_360,곰팡이
TEST_361,석고수정
TEST_362,피스
TEST_363,석고수정
TEST_364,석고수정
TEST_365,석고수정
TEST_366,석고수정
TEST_367,석고수정
TEST_368,석고수정
TEST_369,석고수정
TEST_370,울음
TEST_371,면불량
TEST_372,훼손
TEST_373,석고수정
TEST_374,오염
TEST_375,석고수정
TEST_376,곰팡이
TEST_377,석고수정
TEST_378,석고수정
TEST_379,석고수정
TEST_380,석고수정
TEST_381,석고수정
TEST_382,석고수정
TEST_383,석고수정
TEST_384,석고수정
TEST_385,가구수정
TEST_386,석고수정
TEST_387,석고수정
TEST_388,석고수정
TEST_389,훼손
TEST_390,석고수정
TEST_391,석고수정
TEST_392,면불량
TEST_393,곰팡이
TEST_394,석고수정
TEST_395,석고수정
TEST_396,석고수정
TEST_397,곰팡이
TEST_398,석고수정
TEST_399,곰팡이
TEST_400,오염
TEST_401,면불량
TEST_402,석고수정
TEST_403,석고수정
TEST_404,훼손
TEST_405,석고수정
TEST_406,곰팡이
TEST_407,석고수정
TEST_408,석고수정
TEST_409,틈새과다
TEST_410,몰딩수정
TEST_411,석고수정
TEST_412,석고수정
TEST_413,틈새과다
TEST_414,석고수정
TEST_415,곰팡이
TEST_416,석고수정
TEST_417,곰팡이
TEST_418,석고수정
TEST_419,석고수정
TEST_420,석고수정
TEST_421,석고수정
TEST_422,곰팡이
TEST_423,곰팡이
TEST_424,훼손
TEST_425,석고수정
TEST_426,석고수정
TEST_427,석고수정
TEST_428,훼손
TEST_429,석고수정
TEST_430,석고수정
TEST_431,석고수정
TEST_432,훼손
TEST_433,석고수정
TEST_434,울음
TEST_435,이음부불량
TEST_436,곰팡이
TEST_437,훼손
TEST_438,석고수정
TEST_439,곰팡이
TEST_440,오염
TEST_441,석고수정
TEST_442,석고수정
TEST_443,곰팡이
TEST_444,곰팡이
TEST_445,석고수정
TEST_446,면불량
TEST_447,석고수정
TEST_448,석고수정
TEST_449,석고수정
TEST_450,훼손
TEST_451,곰팡이
TEST_452,석고수정
TEST_453,피스
TEST_454,석고수정
TEST_455,석고수정
TEST_456,석고수정
TEST_457,오염
TEST_458,석고수정
TEST_459,석고수정
TEST_460,석고수정
TEST_461,석고수정
TEST_462,석고수정
TEST_463,석고수정
TEST_464,석고수정
TEST_465,곰팡이
TEST_466,석고수정
TEST_467,곰팡이
TEST_468,반점
TEST_469,석고수정
TEST_470,틈새과다
TEST_471,석고수정
TEST_472,석고수정
TEST_473,곰팡이
TEST_474,곰팡이
TEST_475,석고수정
TEST_476,꼬임
TEST_477,석고수정
TEST_478,석고수정
TEST_479,석고수정
TEST_480,석고수정
TEST_481,훼손
TEST_482,곰팡이
TEST_483,석고수정
TEST_484,석고수정
TEST_485,곰팡이
TEST_486,석고수정
TEST_487,석고수정
TEST_488,틈새과다
TEST_489,곰팡이
TEST_490,들뜸
TEST_491,오염
TEST_492,곰팡이
TEST_493,석고수정
TEST_494,몰딩수정
TEST_495,면불량
TEST_496,석고수정
TEST_497,석고수정
TEST_498,곰팡이
TEST_499,석고수정
TEST_500,곰팡이
TEST_501,오염
TEST_502,석고수정
TEST_503,곰팡이
TEST_504,석고수정
TEST_505,곰팡이
TEST_506,석고수정
TEST_507,몰딩수정
TEST_508,곰팡이
TEST_509,석고수정
TEST_510,석고수정
TEST_511,꼬임
TEST_512,꼬임
TEST_513,면불량
TEST_514,곰팡이
TEST_515,석고수정
TEST_516,석고수정
TEST_517,석고수정
TEST_518,곰팡이
TEST_519,꼬임
TEST_520,틈새과다
TEST_521,석고수정
TEST_522,터짐
TEST_523,훼손
TEST_524,면불량
TEST_525,곰팡이
TEST_526,석고수정
TEST_527,석고수정
TEST_528,석고수정
TEST_529,석고수정
TEST_530,석고수정
TEST_531,석고수정
TEST_532,석고수정
TEST_533,석고수정
TEST_534,석고수정
TEST_535,석고수정
TEST_536,곰팡이
TEST_537,석고수정
TEST_538,석고수정
TEST_539,석고수정
TEST_540,석고수정
TEST_541,면불량
TEST_542,곰팡이
TEST_543,석고수정
TEST_544,석고수정
TEST_545,석고수정
TEST_546,석고수정
TEST_547,석고수정
TEST_548,석고수정
TEST_549,피스
TEST_550,곰팡이
TEST_551,곰팡이
TEST_552,꼬임
TEST_553,반점
TEST_554,곰팡이
TEST_555,몰딩수정
TEST_556,석고수정
TEST_557,석고수정
TEST_558,반점
TEST_559,석고수정
TEST_560,석고수정
TEST_561,석고수정
TEST_562,석고수정
TEST_563,석고수정
TEST_564,석고수정
TEST_565,훼손
TEST_566,면불량
TEST_567,석고수정
TEST_568,곰팡이
TEST_569,면불량
TEST_570,면불량
TEST_571,석고수정
TEST_572,석고수정
TEST_573,석고수정
TEST_574,석고수정
TEST_575,석고수정
TEST_576,곰팡이
TEST_577,석고수정
TEST_578,석고수정
TEST_579,곰팡이
TEST_580,석고수정
TEST_581,곰팡이
TEST_582,석고수정
TEST_583,석고수정
TEST_584,석고수정
TEST_585,석고수정
TEST_586,곰팡이
TEST_587,석고수정
TEST_588,석고수정
TEST_589,곰팡이
TEST_590,곰팡이
TEST_591,석고수정
TEST_592,곰팡이
TEST_593,곰팡이
TEST_594,석고수정
TEST_595,석고수정
TEST_596,훼손
TEST_597,곰팡이
TEST_598,몰딩수정
TEST_599,석고수정
TEST_600,석고수정
TEST_601,곰팡이
TEST_602,석고수정
TEST_603,석고수정
TEST_604,이음부불량
TEST_605,곰팡이
TEST_606,곰팡이
TEST_607,석고수정
TEST_608,면불량
TEST_609,울음
TEST_610,곰팡이
TEST_611,몰딩수정
TEST_612,석고수정
TEST_613,석고수정
TEST_614,꼬임
TEST_615,곰팡이
TEST_616,꼬임
TEST_617,석고수정
TEST_618,곰팡이
TEST_619,석고수정
TEST_620,곰팡이
TEST_621,석고수정
TEST_622,석고수정
TEST_623,석고수정
TEST_624,곰팡이
TEST_625,석고수정
TEST_626,석고수정
TEST_627,석고수정
TEST_628,석고수정
TEST_629,석고수정
TEST_630,석고수정
TEST_631,훼손
TEST_632,곰팡이
TEST_633,석고수정
TEST_634,곰팡이
TEST_635,석고수정
TEST_636,석고수정
TEST_637,석고수정
TEST_638,석고수정
TEST_639,면불량
TEST_640,터짐
TEST_641,피스
TEST_642,석고수정
TEST_643,석고수정
TEST_644,석고수정
TEST_645,틈새과다
TEST_646,석고수정
TEST_647,면불량
TEST_648,석고수정
TEST_649,면불량
TEST_650,석고수정
TEST_651,곰팡이
TEST_652,석고수정
TEST_653,울음
TEST_654,석고수정
TEST_655,석고수정
TEST_656,석고수정
TEST_657,석고수정
TEST_658,면불량
TEST_659,곰팡이
TEST_660,곰팡이
TEST_661,석고수정
TEST_662,이음부불량
TEST_663,석고수정
TEST_664,곰팡이
TEST_665,석고수정
TEST_666,반점
TEST_667,꼬임
TEST_668,곰팡이
TEST_669,석고수정
TEST_670,훼손
TEST_671,석고수정
TEST_672,곰팡이
TEST_673,곰팡이
TEST_674,틈새과다
TEST_675,면불량
TEST_676,꼬임
TEST_677,석고수정
TEST_678,피스
TEST_679,오염
TEST_680,석고수정
TEST_681,곰팡이
TEST_682,석고수정
TEST_683,반점
TEST_684,석고수정
TEST_685,면불량
TEST_686,석고수정
TEST_687,면불량
TEST_688,꼬임
TEST_689,석고수정
TEST_690,석고수정
TEST_691,피스
TEST_692,석고수정
TEST_693,석고수정
TEST_694,곰팡이
TEST_695,오염
TEST_696,면불량
TEST_697,석고수정
TEST_698,훼손
TEST_699,석고수정
TEST_700,석고수정
TEST_701,석고수정
TEST_702,석고수정
TEST_703,피스
TEST_704,곰팡이
TEST_705,피스
TEST_706,석고수정
TEST_707,가구수정
TEST_708,석고수정
TEST_709,곰팡이
TEST_710,석고수정
TEST_711,곰팡이
TEST_712,석고수정
TEST_713,석고수정
TEST_714,몰딩수정
TEST_715,석고수정
TEST_716,석고수정
TEST_717,석고수정
TEST_718,울음
TEST_719,석고수정
TEST_720,훼손
TEST_721,석고수정
TEST_722,석고수정
TEST_723,곰팡이
TEST_724,석고수정
TEST_725,울음
TEST_726,곰팡이
TEST_727,석고수정
TEST_728,들뜸
TEST_729,석고수정
TEST_730,석고수정
TEST_731,오염
TEST_732,석고수정
TEST_733,석고수정
TEST_734,곰팡이
TEST_735,곰팡이
TEST_736,석고수정
TEST_737,석고수정
TEST_738,석고수정
TEST_739,훼손
TEST_740,석고수정
TEST_741,석고수정
TEST_742,석고수정
TEST_743,틈새과다
TEST_744,곰팡이
TEST_745,석고수정
TEST_746,석고수정
TEST_747,틈새과다
TEST_748,터짐
TEST_749,석고수정
TEST_750,곰팡이
TEST_751,곰팡이
TEST_752,곰팡이
TEST_753,곰팡이
TEST_754,반점
TEST_755,곰팡이
TEST_756,곰팡이
TEST_757,곰팡이
TEST_758,석고수정
TEST_759,가구수정
TEST_760,곰팡이
TEST_761,면불량
TEST_762,곰팡이
TEST_763,훼손
TEST_764,곰팡이
TEST_765,몰딩수정
TEST_766,훼손
TEST_767,꼬임
TEST_768,석고수정
TEST_769,훼손
TEST_770,석고수정
TEST_771,석고수정
TEST_772,석고수정
TEST_773,석고수정
TEST_774,석고수정
TEST_775,석고수정
TEST_776,석고수정
TEST_777,면불량
TEST_778,곰팡이
TEST_779,석고수정
TEST_780,석고수정
TEST_781,석고수정
TEST_782,몰딩수정
TEST_783,석고수정
TEST_784,석고수정
TEST_785,석고수정
TEST_786,곰팡이
TEST_787,석고수정
TEST_788,석고수정
TEST_789,석고수정
TEST_790,석고수정
TEST_791,훼손
