id,label
TEST_453,걸레받이수정
TEST_454,오염
TEST_455,훼손
TEST_456,오염
TEST_457,곰팡이
TEST_458,훼손
TEST_459,훼손
TEST_460,오염
TEST_461,꼬임
TEST_462,훼손
TEST_463,훼손
TEST_464,훼손
TEST_465,훼손
TEST_466,훼손
TEST_467,훼손
TEST_468,"창틀,문틀수정"
TEST_469,훼손
TEST_470,훼손
TEST_471,훼손
TEST_472,훼손
TEST_473,오염
TEST_474,오염
TEST_475,오타공
TEST_476,훼손
TEST_477,훼손
TEST_478,터짐
TEST_479,터짐
TEST_480,훼손
TEST_481,꼬임
TEST_482,오염
TEST_483,꼬임
TEST_484,몰딩수정
TEST_485,훼손
TEST_486,훼손
TEST_487,오염
TEST_488,훼손
TEST_489,훼손
TEST_490,훼손
TEST_491,석고수정
TEST_492,오염
TEST_493,훼손
TEST_494,몰딩수정
TEST_495,터짐
TEST_496,훼손
TEST_497,꼬임
TEST_498,오염
TEST_499,오염
TEST_500,훼손
TEST_501,오타공
TEST_502,훼손
TEST_503,훼손
TEST_504,훼손
TEST_505,걸레받이수정
TEST_506,훼손
TEST_507,몰딩수정
TEST_508,석고수정
TEST_509,훼손
TEST_510,오타공
TEST_511,훼손
TEST_512,몰딩수정
TEST_513,훼손
TEST_514,곰팡이
TEST_515,훼손
TEST_516,오염
TEST_517,훼손
TEST_518,면불량
TEST_519,오타공
TEST_520,터짐
TEST_521,들뜸
TEST_522,가구수정
TEST_523,터짐
TEST_524,오타공
TEST_525,오염
TEST_526,오타공
TEST_527,훼손
TEST_528,훼손
TEST_529,오염
TEST_530,훼손
TEST_531,오염
TEST_532,훼손
TEST_533,훼손
TEST_534,오염
TEST_535,면불량
TEST_536,오염
TEST_537,오염
TEST_538,터짐
TEST_539,훼손
TEST_540,오염
TEST_541,터짐
TEST_542,오염
TEST_543,훼손
TEST_544,몰딩수정
TEST_545,오염
TEST_546,오염
TEST_547,훼손
TEST_548,훼손
TEST_549,곰팡이
TEST_550,오염
TEST_551,걸레받이수정
TEST_552,오타공
TEST_553,오염
TEST_554,오염
TEST_555,들뜸
TEST_556,훼손
TEST_557,훼손
TEST_558,오염
TEST_559,오염
TEST_560,훼손
TEST_561,면불량
TEST_562,훼손
TEST_563,훼손
TEST_564,오염
TEST_565,훼손
TEST_566,석고수정
TEST_567,훼손
TEST_568,오염
TEST_569,터짐
TEST_570,터짐
TEST_571,훼손
TEST_572,훼손
TEST_573,훼손
TEST_574,훼손
TEST_575,훼손
TEST_576,오염
TEST_577,훼손
TEST_578,훼손
TEST_579,훼손
TEST_580,훼손
TEST_581,울음
TEST_582,훼손
TEST_583,걸레받이수정
TEST_584,터짐
TEST_585,훼손
TEST_586,오염
TEST_587,훼손
TEST_588,훼손
TEST_589,오염
TEST_590,몰딩수정
TEST_591,오염
TEST_592,오염
TEST_593,꼬임
TEST_594,훼손
TEST_595,훼손
TEST_596,훼손
TEST_597,걸레받이수정
TEST_598,오염
TEST_599,오염
TEST_600,훼손
TEST_601,오염
TEST_602,오염
TEST_603,훼손
TEST_604,몰딩수정
TEST_605,오염
TEST_606,훼손
TEST_607,훼손
TEST_608,훼손
TEST_609,피스
TEST_610,터짐
TEST_611,면불량
TEST_612,훼손
TEST_613,훼손
TEST_614,오타공
TEST_615,오염
TEST_616,훼손
TEST_617,훼손
TEST_618,훼손
TEST_619,오염
TEST_620,오염
TEST_621,훼손
TEST_622,훼손
TEST_623,훼손
TEST_624,훼손
TEST_625,훼손
TEST_626,훼손
TEST_627,터짐
TEST_628,오염
TEST_629,훼손
TEST_630,훼손
TEST_631,꼬임
TEST_632,훼손
TEST_633,오염
TEST_634,훼손
TEST_635,훼손
TEST_636,훼손
TEST_637,이음부불량
TEST_638,꼬임
TEST_639,오염
TEST_640,"창틀,문틀수정"
TEST_641,걸레받이수정
TEST_642,훼손
TEST_643,훼손
TEST_644,훼손
TEST_645,오염
TEST_646,훼손
TEST_647,터짐
TEST_648,훼손
TEST_649,터짐
TEST_650,오염
TEST_651,오염
TEST_652,피스
TEST_653,석고수정
TEST_654,훼손
TEST_655,훼손
TEST_656,오염
TEST_657,오염
TEST_658,오타공
TEST_659,오염
TEST_660,오염
TEST_661,훼손
TEST_662,터짐
TEST_663,훼손
TEST_664,걸레받이수정
TEST_665,훼손
TEST_666,면불량
TEST_667,오염
TEST_668,훼손
TEST_669,훼손
TEST_670,훼손
TEST_671,훼손
TEST_672,오염
TEST_673,오염
TEST_674,걸레받이수정
TEST_675,오염
TEST_676,터짐
TEST_677,훼손
TEST_678,훼손
TEST_679,훼손
TEST_680,훼손
TEST_681,훼손
TEST_682,훼손
TEST_683,꼬임
TEST_684,훼손
TEST_685,몰딩수정
TEST_686,훼손
TEST_687,오염
TEST_688,오타공
TEST_689,훼손
TEST_690,훼손
TEST_691,걸레받이수정
TEST_692,훼손
TEST_693,훼손
TEST_694,오염
TEST_695,훼손
TEST_696,면불량
TEST_697,훼손
TEST_698,훼손
TEST_699,훼손
TEST_700,오염
TEST_701,훼손
TEST_702,오염
TEST_703,"창틀,문틀수정"
TEST_704,몰딩수정
TEST_705,훼손
TEST_706,훼손
TEST_707,터짐
TEST_708,몰딩수정
TEST_709,훼손
TEST_710,훼손
TEST_711,오염
TEST_712,훼손
TEST_713,훼손
TEST_714,훼손
TEST_715,오염
TEST_716,오염
TEST_717,몰딩수정
TEST_718,피스
TEST_719,훼손
TEST_720,걸레받이수정
TEST_721,몰딩수정
TEST_722,훼손
TEST_723,훼손
TEST_724,오염
TEST_725,피스
TEST_726,터짐
TEST_727,훼손
TEST_728,훼손
TEST_729,훼손
TEST_730,훼손
TEST_731,훼손
TEST_732,훼손
TEST_733,훼손
TEST_734,오염
TEST_735,오염
TEST_736,훼손
TEST_737,훼손
TEST_738,훼손
TEST_739,들뜸
TEST_740,훼손
TEST_741,훼손
TEST_742,훼손
TEST_743,걸레받이수정
TEST_744,오염
TEST_745,훼손
TEST_746,훼손
TEST_747,곰팡이
TEST_748,훼손
TEST_749,훼손
TEST_750,면불량
TEST_751,훼손
TEST_752,오염
TEST_753,터짐
TEST_754,오염
TEST_755,훼손
TEST_756,오염
TEST_757,훼손
TEST_758,오염
TEST_759,오염
TEST_760,오염
TEST_761,훼손
TEST_762,오염
TEST_763,오염
TEST_764,오염
TEST_765,몰딩수정
TEST_766,꼬임
TEST_767,오타공
TEST_768,오염
TEST_769,훼손
TEST_770,오염
TEST_771,오염
TEST_772,훼손
TEST_773,터짐
TEST_774,오염
TEST_775,훼손
TEST_776,오염
TEST_777,오타공
TEST_778,훼손
TEST_779,훼손
TEST_780,훼손
TEST_781,훼손
TEST_782,오타공
TEST_783,오염
TEST_784,훼손
TEST_785,훼손
TEST_786,훼손
TEST_787,꼬임
TEST_788,오염
TEST_789,오염
TEST_790,면불량
TEST_791,몰딩수정
